Absolute path,Relative path,Class name
C:\Users\nasty\ap_laba2\dataset1\rose\0311.jpg,rose\0311.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0312.jpg,rose\0312.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0313.jpg,rose\0313.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0314.jpg,rose\0314.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0315.jpg,rose\0315.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0316.jpg,rose\0316.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0317.jpg,rose\0317.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0318.jpg,rose\0318.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0319.jpg,rose\0319.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0320.jpg,rose\0320.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0321.jpg,rose\0321.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0322.jpg,rose\0322.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0323.jpg,rose\0323.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0324.jpg,rose\0324.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0325.jpg,rose\0325.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0326.jpg,rose\0326.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0327.jpg,rose\0327.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0328.jpg,rose\0328.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0329.jpg,rose\0329.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0330.jpg,rose\0330.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0331.jpg,rose\0331.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0332.jpg,rose\0332.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0333.jpg,rose\0333.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0334.jpg,rose\0334.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0335.jpg,rose\0335.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0336.jpg,rose\0336.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0337.jpg,rose\0337.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0338.jpg,rose\0338.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0339.jpg,rose\0339.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0340.jpg,rose\0340.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0341.jpg,rose\0341.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0342.jpg,rose\0342.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0343.jpg,rose\0343.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0344.jpg,rose\0344.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0345.jpg,rose\0345.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0346.jpg,rose\0346.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0347.jpg,rose\0347.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0348.jpg,rose\0348.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0349.jpg,rose\0349.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0350.jpg,rose\0350.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0351.jpg,rose\0351.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0352.jpg,rose\0352.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0353.jpg,rose\0353.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0354.jpg,rose\0354.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0355.jpg,rose\0355.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0356.jpg,rose\0356.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0357.jpg,rose\0357.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0358.jpg,rose\0358.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0359.jpg,rose\0359.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0360.jpg,rose\0360.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0361.jpg,rose\0361.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0362.jpg,rose\0362.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0363.jpg,rose\0363.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0364.jpg,rose\0364.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0365.jpg,rose\0365.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0366.jpg,rose\0366.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0367.jpg,rose\0367.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0368.jpg,rose\0368.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0369.jpg,rose\0369.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0370.jpg,rose\0370.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0371.jpg,rose\0371.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0372.jpg,rose\0372.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0373.jpg,rose\0373.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0374.jpg,rose\0374.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0375.jpg,rose\0375.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0376.jpg,rose\0376.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0377.jpg,rose\0377.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0378.jpg,rose\0378.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0379.jpg,rose\0379.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0380.jpg,rose\0380.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0381.jpg,rose\0381.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0382.jpg,rose\0382.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0383.jpg,rose\0383.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0384.jpg,rose\0384.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0385.jpg,rose\0385.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0386.jpg,rose\0386.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0387.jpg,rose\0387.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0388.jpg,rose\0388.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0389.jpg,rose\0389.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0390.jpg,rose\0390.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0391.jpg,rose\0391.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0392.jpg,rose\0392.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0393.jpg,rose\0393.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0394.jpg,rose\0394.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0395.jpg,rose\0395.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0396.jpg,rose\0396.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0397.jpg,rose\0397.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0398.jpg,rose\0398.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0399.jpg,rose\0399.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0400.jpg,rose\0400.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0401.jpg,rose\0401.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0402.jpg,rose\0402.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0403.jpg,rose\0403.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0404.jpg,rose\0404.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0405.jpg,rose\0405.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0406.jpg,rose\0406.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0407.jpg,rose\0407.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0408.jpg,rose\0408.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0409.jpg,rose\0409.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0410.jpg,rose\0410.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0411.jpg,rose\0411.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0412.jpg,rose\0412.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0413.jpg,rose\0413.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0414.jpg,rose\0414.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0415.jpg,rose\0415.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0416.jpg,rose\0416.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0417.jpg,rose\0417.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0418.jpg,rose\0418.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0419.jpg,rose\0419.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0420.jpg,rose\0420.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0421.jpg,rose\0421.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0422.jpg,rose\0422.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0423.jpg,rose\0423.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0424.jpg,rose\0424.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0425.jpg,rose\0425.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0426.jpg,rose\0426.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0427.jpg,rose\0427.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0428.jpg,rose\0428.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0429.jpg,rose\0429.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0430.jpg,rose\0430.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0431.jpg,rose\0431.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0432.jpg,rose\0432.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0433.jpg,rose\0433.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0434.jpg,rose\0434.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0435.jpg,rose\0435.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0436.jpg,rose\0436.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0437.jpg,rose\0437.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0438.jpg,rose\0438.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0439.jpg,rose\0439.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0440.jpg,rose\0440.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0441.jpg,rose\0441.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0442.jpg,rose\0442.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0443.jpg,rose\0443.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0444.jpg,rose\0444.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0445.jpg,rose\0445.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0446.jpg,rose\0446.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0447.jpg,rose\0447.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0448.jpg,rose\0448.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0449.jpg,rose\0449.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0450.jpg,rose\0450.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0451.jpg,rose\0451.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0452.jpg,rose\0452.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0453.jpg,rose\0453.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0454.jpg,rose\0454.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0455.jpg,rose\0455.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0456.jpg,rose\0456.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0457.jpg,rose\0457.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0458.jpg,rose\0458.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0459.jpg,rose\0459.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0460.jpg,rose\0460.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0461.jpg,rose\0461.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0462.jpg,rose\0462.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0463.jpg,rose\0463.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0464.jpg,rose\0464.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0465.jpg,rose\0465.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0466.jpg,rose\0466.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0467.jpg,rose\0467.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0468.jpg,rose\0468.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0469.jpg,rose\0469.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0470.jpg,rose\0470.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0471.jpg,rose\0471.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0472.jpg,rose\0472.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0473.jpg,rose\0473.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0474.jpg,rose\0474.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0475.jpg,rose\0475.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0476.jpg,rose\0476.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0477.jpg,rose\0477.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0478.jpg,rose\0478.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0479.jpg,rose\0479.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0480.jpg,rose\0480.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0481.jpg,rose\0481.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0482.jpg,rose\0482.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0483.jpg,rose\0483.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0484.jpg,rose\0484.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0485.jpg,rose\0485.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0486.jpg,rose\0486.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0487.jpg,rose\0487.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0488.jpg,rose\0488.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0489.jpg,rose\0489.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0490.jpg,rose\0490.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0491.jpg,rose\0491.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0492.jpg,rose\0492.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0493.jpg,rose\0493.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0494.jpg,rose\0494.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0495.jpg,rose\0495.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0496.jpg,rose\0496.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0497.jpg,rose\0497.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0498.jpg,rose\0498.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0499.jpg,rose\0499.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0500.jpg,rose\0500.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0501.jpg,rose\0501.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0502.jpg,rose\0502.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0503.jpg,rose\0503.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0504.jpg,rose\0504.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0505.jpg,rose\0505.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0506.jpg,rose\0506.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0507.jpg,rose\0507.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0508.jpg,rose\0508.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0509.jpg,rose\0509.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0510.jpg,rose\0510.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0511.jpg,rose\0511.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0512.jpg,rose\0512.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0513.jpg,rose\0513.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0514.jpg,rose\0514.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0515.jpg,rose\0515.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0516.jpg,rose\0516.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0517.jpg,rose\0517.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0518.jpg,rose\0518.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0519.jpg,rose\0519.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0520.jpg,rose\0520.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0521.jpg,rose\0521.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0522.jpg,rose\0522.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0523.jpg,rose\0523.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0524.jpg,rose\0524.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0525.jpg,rose\0525.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0526.jpg,rose\0526.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0527.jpg,rose\0527.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0528.jpg,rose\0528.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0529.jpg,rose\0529.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0530.jpg,rose\0530.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0531.jpg,rose\0531.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0532.jpg,rose\0532.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0533.jpg,rose\0533.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0534.jpg,rose\0534.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0535.jpg,rose\0535.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0536.jpg,rose\0536.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0537.jpg,rose\0537.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0538.jpg,rose\0538.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0539.jpg,rose\0539.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0540.jpg,rose\0540.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0541.jpg,rose\0541.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0542.jpg,rose\0542.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0543.jpg,rose\0543.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0544.jpg,rose\0544.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0545.jpg,rose\0545.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0546.jpg,rose\0546.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0547.jpg,rose\0547.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0548.jpg,rose\0548.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0549.jpg,rose\0549.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0550.jpg,rose\0550.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0551.jpg,rose\0551.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0552.jpg,rose\0552.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0553.jpg,rose\0553.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0554.jpg,rose\0554.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0555.jpg,rose\0555.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0556.jpg,rose\0556.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0557.jpg,rose\0557.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0558.jpg,rose\0558.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0559.jpg,rose\0559.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0560.jpg,rose\0560.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0561.jpg,rose\0561.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0562.jpg,rose\0562.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0563.jpg,rose\0563.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0564.jpg,rose\0564.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0565.jpg,rose\0565.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0566.jpg,rose\0566.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0567.jpg,rose\0567.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0568.jpg,rose\0568.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0569.jpg,rose\0569.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0570.jpg,rose\0570.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0571.jpg,rose\0571.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0572.jpg,rose\0572.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0573.jpg,rose\0573.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0574.jpg,rose\0574.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0575.jpg,rose\0575.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0576.jpg,rose\0576.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0577.jpg,rose\0577.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0578.jpg,rose\0578.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0579.jpg,rose\0579.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0580.jpg,rose\0580.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0581.jpg,rose\0581.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0582.jpg,rose\0582.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0583.jpg,rose\0583.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0584.jpg,rose\0584.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0585.jpg,rose\0585.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0586.jpg,rose\0586.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0587.jpg,rose\0587.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0588.jpg,rose\0588.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0589.jpg,rose\0589.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0590.jpg,rose\0590.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0591.jpg,rose\0591.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0592.jpg,rose\0592.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0593.jpg,rose\0593.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0594.jpg,rose\0594.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0595.jpg,rose\0595.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0596.jpg,rose\0596.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0597.jpg,rose\0597.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0598.jpg,rose\0598.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0599.jpg,rose\0599.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0600.jpg,rose\0600.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0601.jpg,rose\0601.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0602.jpg,rose\0602.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0603.jpg,rose\0603.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0604.jpg,rose\0604.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0605.jpg,rose\0605.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0606.jpg,rose\0606.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0607.jpg,rose\0607.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0608.jpg,rose\0608.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0609.jpg,rose\0609.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0610.jpg,rose\0610.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0611.jpg,rose\0611.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0612.jpg,rose\0612.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0613.jpg,rose\0613.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0614.jpg,rose\0614.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0615.jpg,rose\0615.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0616.jpg,rose\0616.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0617.jpg,rose\0617.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0618.jpg,rose\0618.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0619.jpg,rose\0619.jpg,rose
C:\Users\nasty\ap_laba2\dataset1\rose\0620.jpg,rose\0620.jpg,rose
